clistingid,iwebsiteid,csku,istatus,dnewformdate,dnewtodate,bspecial,cvideoaddress,iqty,fprice,fweight,bmultiattribute,cparentsku,bclearstocks,bfeatured,bnew,bhot,bvisible,bpulish,ccreateuser,dcreatedate
9887a3f4-d8c9-1004-8a97-438cca05a146,1,H297,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,48.5757,600,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
98884034-d8c9-1004-8a97-438cca05a146,1,H295,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,30.312,250,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98890384-d8c9-1004-8a97-438cca05a146,1,H293,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,4.545,102,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9889c6d4-d8c9-1004-8a97-438cca05a146,1,H292,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,4.689,120,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
988a6314-d8c9-1004-8a97-438cca05a146,1,H290,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,7.263,204,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
988b2664-d8c9-1004-8a97-438cca05a146,1,H289,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,12.5753,460,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
988bc2a4-d8c9-1004-8a97-438cca05a146,1,H285,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,4.257,100,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
988cadcc-d8c9-1004-8a97-438cca05a146,1,H281,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,7.8,112,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
988d711c-d8c9-1004-8a97-438cca05a146,1,H278W,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.2562,100,t,H278,t,f,f,null,t,t,null,2014-12-03 00:00:00
988e346c-d8c9-1004-8a97-438cca05a146,1,H278RP,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.969,140,t,H278,t,f,f,null,t,t,null,2014-12-03 00:00:00
988ed0ac-d8c9-1004-8a97-438cca05a146,1,H278BL,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,4.653,162,t,H278,t,f,f,null,t,t,null,2014-12-03 00:00:00
988f93fc-d8c9-1004-8a97-438cca05a146,1,H225,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.76,50,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9890303c-d8c9-1004-8a97-438cca05a146,1,H223,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,4.2525,150,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9890f3f0-d8c9-1004-8a97-438cca05a146,1,H221,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,15.7829,100,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
98919030-d8c9-1004-8a97-438cca05a146,1,H152,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,4.203,80,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98927a90-d8c9-1004-8a97-438cca05a146,1,H150,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,7.68,120,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
989316d0-d8c9-1004-8a97-438cca05a146,1,H119,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,39.29,95,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9893da20-d8c9-1004-8a97-438cca05a146,1,PS368-A682,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,336.14,480,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98949d70-d8c9-1004-8a97-438cca05a146,1,PS368-A743,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,336.1365,480,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
989587d0-d8c9-1004-8a97-438cca05a146,1,PS368-A747,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,336.1365,480,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98964b20-d8c9-1004-8a97-438cca05a146,1,PS368-A771,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,336.1365,500,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98975c90-d8c9-1004-8a97-438cca05a146,1,PS368-B070,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,336.14,580,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98989510-d8c9-1004-8a97-438cca05a146,1,PS588G-B1548,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,309.1365,550,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9899cd90-d8c9-1004-8a97-438cca05a146,1,PS368-B048,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,336.1365,550,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
989a90e0-d8c9-1004-8a97-438cca05a146,1,PS002,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,197.0865,1000,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
989b5430-d8c9-1004-8a97-438cca05a146,1,PS041B,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,216.2579,550,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
989c1780-d8c9-1004-8a97-438cca05a146,1,PS369i,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,339.5318,600,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
989cdb34-d8c9-1004-8a97-438cca05a146,1,PS481F,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,438.615,600,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
989d9e84-d8c9-1004-8a97-438cca05a146,1,PS369,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,303.7379,600,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
989e61d4-d8c9-1004-8a97-438cca05a146,1,PS368,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,336.1365,800,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
989f2524-d8c9-1004-8a97-438cca05a146,1,PT137B,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,124.1865,350,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
989fc164-d8c9-1004-8a97-438cca05a146,1,P011-A1000,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,117.4365,500,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98a0d2d4-d8c9-1004-8a97-438cca05a146,1,P288-C0013,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,134.9865,500,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98a1e444-d8c9-1004-8a97-438cca05a146,1,P516-B2328,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,148.4865,550,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98a2f618-d8c9-1004-8a97-438cca05a146,1,P301Y,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,137.6865,400,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98a3e078-d8c9-1004-8a97-438cca05a146,1,P285B,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,117.4365,380,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98a518f8-d8c9-1004-8a97-438cca05a146,1,P240U,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,130.94,300,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98a65178-d8c9-1004-8a97-438cca05a146,1,P037R,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,264.5865,550,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98a714c8-d8c9-1004-8a97-438cca05a146,1,P516,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,148.4865,550,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98a7b108-d8c9-1004-8a97-438cca05a146,1,P666,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,148.49,550,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98a89b68-d8c9-1004-8a97-438cca05a146,1,P818,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,125.1329,650,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98a9acd8-d8c9-1004-8a97-438cca05a146,1,P270-CK064,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,107.99,560,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98aa7028-d8c9-1004-8a97-438cca05a146,1,P291,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,175.49,460,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98ab3378-d8c9-1004-8a97-438cca05a146,1,P288,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,134.99,500,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98abcfb8-d8c9-1004-8a97-438cca05a146,1,P289,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,164.69,550,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98acba18-d8c9-1004-8a97-438cca05a146,1,PW806,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,170.09,575,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98ada478-d8c9-1004-8a97-438cca05a146,1,PT758-B006,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,167.39,420,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98ae67c8-d8c9-1004-8a97-438cca05a146,1,PT695-B492,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,161.9865,550,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98af528c-d8c9-1004-8a97-438cca05a146,1,PT200QB-B1533,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,137.2829,600,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98b015dc-d8c9-1004-8a97-438cca05a146,1,PT200Y-B545-2,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,134.99,400,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98b0b21c-d8c9-1004-8a97-438cca05a146,1,PT160B,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,203.8365,290,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98b1756c-d8c9-1004-8a97-438cca05a146,1,PT121B,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,203.84,500,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98b238bc-d8c9-1004-8a97-438cca05a146,1,PT103B,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,157.9365,550,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98b3231c-d8c9-1004-8a97-438cca05a146,1,PT098S,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,143.09,550,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98b40d7c-d8c9-1004-8a97-438cca05a146,1,PT016BZ,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,160.64,550,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98b4d0cc-d8c9-1004-8a97-438cca05a146,1,PT110,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,161.99,650,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98b5941c-d8c9-1004-8a97-438cca05a146,1,PT402SU,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,141.74,550,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98b67e7c-d8c9-1004-8a97-438cca05a146,1,PT695-B499,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,161.9865,550,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98b7de0c-d8c9-1004-8a97-438cca05a146,1,PT900-B056,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,202.4865,512,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98b93d9c-d8c9-1004-8a97-438cca05a146,1,PT600,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,144.585,600,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98ba00ec-d8c9-1004-8a97-438cca05a146,1,PT298,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,215.99,600,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98ba9d2c-d8c9-1004-8a97-438cca05a146,1,PT777B,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,121.4879,600,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98bb60e0-d8c9-1004-8a97-438cca05a146,1,PT295+,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,172.5179,600,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98bc4b40-d8c9-1004-8a97-438cca05a146,1,PT200,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,134.99,575,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98bd5cb0-d8c9-1004-8a97-438cca05a146,1,PT191,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,181.035,800,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98be2000-d8c9-1004-8a97-438cca05a146,1,P017RP-B2395,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,102.44,225,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98bee4e0-d8c9-1004-8a97-438cca05a146,1,P044,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,175.4865,550,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98bfa830-d8c9-1004-8a97-438cca05a146,1,P318,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,183.59,430,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98c06b80-d8c9-1004-8a97-438cca05a146,1,P230,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,116.1,600,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98c107c0-d8c9-1004-8a97-438cca05a146,1,P488-B597,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,148.4865,450,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98c1cb74-d8c9-1004-8a97-438cca05a146,1,P488,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,148.4865,510,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98c2b5d4-d8c9-1004-8a97-438cca05a146,1,P888,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,210.5865,920,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98c3ee54-d8c9-1004-8a97-438cca05a146,1,PA852B,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,8.631,86,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98c48a94-d8c9-1004-8a97-438cca05a146,1,PA1110,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.7824,80,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98c54de4-d8c9-1004-8a97-438cca05a146,1,TMBH019LP,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,1.4823,50,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98c5ea24-d8c9-1004-8a97-438cca05a146,1,PA1108EU,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.7824,70,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98c6ad74-d8c9-1004-8a97-438cca05a146,1,PA1106T,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,11.2995,270,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98c770c4-d8c9-1004-8a97-438cca05a146,1,PA1106Y,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.4179,50,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98c85b24-d8c9-1004-8a97-438cca05a146,1,PA1106W,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.4179,50,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98c91e74-d8c9-1004-8a97-438cca05a146,1,PA1106SB,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.4179,50,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98ca08d4-d8c9-1004-8a97-438cca05a146,1,PA1106RR,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.4179,50,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98cacc24-d8c9-1004-8a97-438cca05a146,1,PA1106RP,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.4179,50,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98cb6864-d8c9-1004-8a97-438cca05a146,1,PA1106R,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.4179,50,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98cc2bb4-d8c9-1004-8a97-438cca05a146,1,PA1106P,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.4179,50,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98ccef04-d8c9-1004-8a97-438cca05a146,1,PA1106LBL,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.4179,50,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
98cdb2b8-d8c9-1004-8a97-438cca05a146,1,PA1106GY,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.4179,50,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98ce4ef8-d8c9-1004-8a97-438cca05a146,1,PA1106GR,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.4179,50,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
98cf1248-d8c9-1004-8a97-438cca05a146,1,PA1106BL,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.4179,50,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
98cfd5fc-d8c9-1004-8a97-438cca05a146,1,PA1106B,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.4179,50,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98d0994c-d8c9-1004-8a97-438cca05a146,1,PA1105T,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,9.7079,250,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98d15c9c-d8c9-1004-8a97-438cca05a146,1,PA1105LBL,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.0048,50,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98d246fc-d8c9-1004-8a97-438cca05a146,1,PA1105BY,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.0048,50,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98d3315c-d8c9-1004-8a97-438cca05a146,1,PA1105BS,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.0048,50,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98d4df0c-d8c9-1004-8a97-438cca05a146,1,PA1105BP,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.0048,50,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98d5c96c-d8c9-1004-8a97-438cca05a146,1,PA1105BO,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.0048,50,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98d6b3cc-d8c9-1004-8a97-438cca05a146,1,PA1105BLB,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.0048,50,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98d79e2c-d8c9-1004-8a97-438cca05a146,1,PA1105BGR,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.007,50,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98d8617c-d8c9-1004-8a97-438cca05a146,1,PA1105BG,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.0048,50,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98d8fdbc-d8c9-1004-8a97-438cca05a146,1,PA943T,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,17.001,350,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98d9e880-d8c9-1004-8a97-438cca05a146,1,PA1088T,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,10.926,250,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98daabd0-d8c9-1004-8a97-438cca05a146,1,PA940T,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,11.664,300,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98db6f20-d8c9-1004-8a97-438cca05a146,1,PA1102B,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.4179,30,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
98dc5980-d8c9-1004-8a97-438cca05a146,1,PA1101,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,12.1379,250,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
98dd6af0-d8c9-1004-8a97-438cca05a146,1,PA679,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.4179,50,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
98de2e40-d8c9-1004-8a97-438cca05a146,1,PA678,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.0254,60,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
98df1904-d8c9-1004-8a97-438cca05a146,1,PA677,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.1992,40,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
98dfdc54-d8c9-1004-8a97-438cca05a146,1,PA689,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.0254,20,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
98e0c6b4-d8c9-1004-8a97-438cca05a146,1,PA943R,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.421,45,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98e18a04-d8c9-1004-8a97-438cca05a146,1,PA943B,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.4179,45,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
98e24d54-d8c9-1004-8a97-438cca05a146,1,PA913Y,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,9.423,18,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98e2e994-d8c9-1004-8a97-438cca05a146,1,PA918W,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,9.711,35,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98e3fb04-d8c9-1004-8a97-438cca05a146,1,PA918S,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,9.711,35,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98e4e564-d8c9-1004-8a97-438cca05a146,1,PA918RP,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,9.711,35,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98e5a8b4-d8c9-1004-8a97-438cca05a146,1,PA918R,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,9.711,35,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98e66c04-d8c9-1004-8a97-438cca05a146,1,PA918BR,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,9.711,35,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98e75664-d8c9-1004-8a97-438cca05a146,1,PA918B,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,9.711,35,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98e840c4-d8c9-1004-8a97-438cca05a146,1,PA913W,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,9.423,18,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98e90414-d8c9-1004-8a97-438cca05a146,1,PA913R,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,9.423,18,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98e9c764-d8c9-1004-8a97-438cca05a146,1,PA913GR,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,9.423,18,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98ea8ab4-d8c9-1004-8a97-438cca05a146,1,PA913B,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,11.2995,18,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
98eb4e68-d8c9-1004-8a97-438cca05a146,1,PA912B,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,29.466,33,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98ebeaa8-d8c9-1004-8a97-438cca05a146,1,PA1107,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,6.291,100,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98ecadf8-d8c9-1004-8a97-438cca05a146,1,PA1012Y,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,5.0544,90,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98ed9858-d8c9-1004-8a97-438cca05a146,1,PA111-W,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,1.6403,40,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98eed0d8-d8c9-1004-8a97-438cca05a146,1,PA1088Y,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.2684,30,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98ef9428-d8c9-1004-8a97-438cca05a146,1,PA1088S,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.2684,30,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98f05778-d8c9-1004-8a97-438cca05a146,1,PA1088RP,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.2684,30,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98f11b2c-d8c9-1004-8a97-438cca05a146,1,PA1088R,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.2684,30,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98f2058c-d8c9-1004-8a97-438cca05a146,1,PA1088GR,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.475,30,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98f2c8dc-d8c9-1004-8a97-438cca05a146,1,PA1088DBL,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.2684,30,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98f38c2c-d8c9-1004-8a97-438cca05a146,1,PA1088B,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.475,30,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
