clistingid,ilanguageid,csku,ctitle,cdescription,cshortdescription,ckeyword,cmetatitle,cmetakeyword,cmetadescription
998903d8-d8c9-1004-8a97-438cca05a146,1,PA1064B,Silicone Skin Case Cover for Blackberry Curve 8900 - Black,"<p>Compatible With: Blackberry Curve 8900<br />100% Brand New silicone skin case<br />Made of high-quality silicone rubber material that provides protection from scratches, bumps, dirt, grease, and fingerprints. <br />Constructed from smooth, treated silicone that resists dirt and stains <br />Provides easy access to all functions without removing the case <br />Extremely light and durable for on the go use.<br />Color: black, red, green optional<br />Size: perfect fit</p><p><strong>Package include: </strong><br />1* Silicone Skin Case</p><p>Package weight: 29g<br /><strong>NOTE: </strong>Accessory only, cell phone not included </p>",<p>&#160;</p>,null,null,null,null
9989c728-d8c9-1004-8a97-438cca05a146,1,PA618,New Clear Crystal Hard Case Cover for Samsung S5230,"<p>Description: </p><p>100%brand new <br />Made of hard clear plastic material<br />Excellent protection from scratches and bumps <br />Transparent in color, keep your phone look stylish <br />Easy to install and take off, no tools required </p><p>Precisely fit for Samsung S5230<br />Color: crystal clear <br />Dimension: 106*55*15mm<br />Weight: 14g</p>",null,null,null,null,null
998a8a78-d8c9-1004-8a97-438cca05a146,1,PA617,New Clear Crystal Hard Case Cover for Samsung F330,"<p>Description: </p><p>100%brand new <br />Made of hard clear plastic material<br />Excellent protection from scratches and bumps <br />Transparent in color, keep your phone look stylish <br />Easy to install and take off, no tools required </p><p>Precisely fit for Samsung F330<br />Color: crystal clear <br />Dimension: 106*50*16mm<br />Weight: 15g</p>",null,null,null,null,null
998b4dc8-d8c9-1004-8a97-438cca05a146,1,PA616,New Clear Crystal Hard Case Cover for Samsung I728,"<p>Description: </p><p>100%brand new <br />Made of hard clear plastic material<br />Excellent protection from scratches and bumps <br />Transparent in color, keep your phone look stylish <br />Easy to install and take off, no tools required </p><p>Precisely fit for Samsung I728<br />Color: crystal clear <br />Dimension: 109*62*15mm<br />Weight: 16g</p>",null,null,null,null,null
998c1118-d8c9-1004-8a97-438cca05a146,1,PA615,New Clear Crystal Hard Case Cover for Samsung M620/M628,"<p>Description: </p><p>100%brand new <br />Made of hard clear plastic material<br />Excellent protection from scratches and bumps <br />Transparent in color, keep your phone look stylish <br />Easy to install and take off, no tools required </p><p>Precisely fit for Samsung M620/M628<br />Color: crystal clear <br />Dimension: 100*48*16mm<br />Weight: 13g</p>",null,null,null,null,null
998cb71c-d8c9-1004-8a97-438cca05a146,1,PA614,New Clear Crystal Hard Case Cover for Samsung M8800,"<p>Description: </p><p>100%brand new <br />Made of hard clear plastic material<br />Excellent protection from scratches and bumps <br />Transparent in color, keep your phone look stylish <br />Easy to install and take off, no tools required </p><p>Precisely fit for Samsung M8800<br />Color: crystal clear <br />Dimension: 110*56*14mm<br />Weight: 15g</p><p>?</p>",null,null,null,null,null
998d7e54-d8c9-1004-8a97-438cca05a146,1,PA613,New Clear Crystal Hard Case Cover for Nokia 5630,"<p>Description: </p><p>100%brand new <br />Made of hard clear plastic material<br />Excellent protection from scratches and bumps <br />Transparent in color, keep your phone look stylish <br />Easy to install and take off, no tools required </p><p>Precisely fit for Nokia 5630<br />Color: crystal clear <br />Dimension: 113*48*12mm<br />Weight: 14g<br /></p>",null,null,null,null,null
998e1db4-d8c9-1004-8a97-438cca05a146,1,PA612,New Clear Crystal Hard Case Cover for Nokia 6210,"<p>Description: </p><p>100%brand new <br />Made of hard clear plastic material<br />Excellent protection from scratches and bumps <br />Transparent in color, keep your phone look stylish <br />Easy to install and take off, no tools required </p><p>Precisely fit for Nokia 6210<br />Color: crystal clear <br />Dimension: 103*50*15mm<br />Weight: 15g<br /></p>",null,null,null,null,null
998ee4ec-d8c9-1004-8a97-438cca05a146,1,PA611,New Clear Crystal Hard Case Cover for Nokia N79,"<p>Description: </p><p>100%brand new <br />Made of hard clear plastic material<br />Excellent protection from scratches and bumps <br />Transparent in color, keep your phone look stylish <br />Easy to install and take off, no tools required </p><p>Precisely fit for Nokia N79<br />Color: crystal clear <br />Dimension: 109*50*17mm<br />Weight: 14g</p>",null,null,null,null,null
998fac24-d8c9-1004-8a97-438cca05a146,1,PA610,New Clear Crystal Hard Case Cover for Nokia 6208,"<p>Description: </p><p>100%brand new <br />Made of hard clear plastic material<br />Excellent protection from scratches and bumps <br />Transparent in color, keep your phone look stylish <br />Easy to install and take off, no tools required </p><p>Precisely fit for Nokia 6208<br />Color: crystal clear <br />Dimension: 111*50*15mm<br />Weight: 15g</p><p>?</p>",null,null,null,null,null
99904864-d8c9-1004-8a97-438cca05a146,1,PA609,New Clear Crystal Hard Case Cover for Nokia 6122C,"<p>Description: </p><p>100%brand new <br />Made of hard clear plastic material<br />Excellent protection from scratches and bumps <br />Transparent in color, keep your phone look stylish <br />Easy to install and take off, no tools required </p><p>Precisely fit for Nokia 6122C<br />Color: crystal clear <br />Dimension: 105*47*15mm<br />Weight: 13g</p>",null,null,null,null,null
99910bb4-d8c9-1004-8a97-438cca05a146,1,PA608,New Clear Crystal Hard Case Cover for LG KF600,"<p>Description: </p><p>100%brand new <br />Made of hard clear plastic material<br />Excellent protection from scratches and bumps <br />Transparent in color, keep your phone look stylish <br />Easy to install and take off, no tools required </p><p>Precisely fit for LG KF600<br />Color: crystal clear <br />Dimension: 103*50*16mm<br />Weight: 16g</p>",null,null,null,null,null
9991a59c-d8c9-1004-8a97-438cca05a146,1,PA607,New Clear Crystal Hard Case Cover for LG KM710,"<p>Description: </p><p>100%brand new <br />Made of hard clear plastic material<br />Excellent protection from scratches and bumps <br />Transparent in color, keep your phone look stylish <br />Easy to install and take off, no tools required </p><p>Precisely fit for LG KM710<br />Color: crystal clear <br />Dimension: 104*51*13mm<br />Weight: 14g<br /></p>",100%brand new,null,null,null,null
99926504-d8c9-1004-8a97-438cca05a146,1,PA606,New Clear Crystal Hard Case Cover for LG KT520,"<p>Description: </p><p>100%brand new <br />Made of hard clear plastic material<br />Excellent protection from scratches and bumps <br />Transparent in color, keep your phone look stylish <br />Easy to install and take off, no tools required </p><p>Precisely fit for LG KT520<br />Color: crystal clear <br />Dimension: 103*53*16mm<br />Weight: 17g</p>",null,null,null,null,null
9993246c-d8c9-1004-8a97-438cca05a146,1,PA605,New Clear Crystal Hard Case Cover for LG KF310,"<p>Description: </p><p>100%brand new <br />Made of hard clear plastic material<br />Excellent protection from scratches and bumps <br />Transparent in color, keep your phone look stylish <br />Easy to install and take off, no tools required </p><p>Precisely fit for LG KF310<br />Color: crystal clear <br />Dimension: 96*50*17mm<br />Weight: 14g<br /></p>",null,null,null,null,null
9993e3d4-d8c9-1004-8a97-438cca05a146,1,PA604,New Clear Crystal Hard Case Cover for LG KU380,"<p>Description: </p><p>100%brand new <br />Made of hard clear plastic material<br />Excellent protection from scratches and bumps <br />Transparent in color, keep your phone look stylish <br />Easy to install and take off, no tools required </p><p>Precisely fit for LG KU380<br />Color: crystal clear <br />Dimension: 97*46*17mm<br />Weight: 15g</p>",null,null,null,null,null
99948528-d8c9-1004-8a97-438cca05a146,1,PA603,New Clear Crystal Hard Case Cover for LG KF700,"<p>Description: </p><p>100%brand new <br />Made of hard clear plastic material<br />Excellent protection from scratches and bumps <br />Transparent in color, keep your phone look stylish <br />Easy to install and take off, no tools required </p><p>Precisely fit for LG KF700<br />Color: crystal clear <br />Dimension: 104*52*16mm<br />Weight: 14g</p>",null,null,null,null,null
99954684-d8c9-1004-8a97-438cca05a146,1,PA602,New Clear Crystal Hard Case Cover for LG KU990,"<p>Description: </p><p>100%brand new <br />Made of hard clear plastic material<br />Excellent protection from scratches and bumps <br />Transparent in color, keep your phone look stylish <br />Easy to install and take off, no tools required </p><p>Precisely fit for LG KU990<br />Color: crystal clear <br />Dimension: 106*56*16mm<br />Weight: 16g<br /></p>",null,null,null,null,null
9995e580-d8c9-1004-8a97-438cca05a146,1,PA601,New Clear Crystal Hard Case Cover for LG KS360,"<p>Description: </p><p>100%brand new <br />Made of hard clear plastic material<br />Excellent protection from scratches and bumps <br />Transparent in color, keep your phone look stylish <br />Easy to install and take off, no tools required </p><p>Precisely fit for LG KS360<br />Color: crystal clear <br />Dimension: 104*53*17mm<br />Weight: 15g</p>",null,null,null,null,null
9996cfe0-d8c9-1004-8a97-438cca05a146,1,PA600,New Clear Crystal Hard Case Cover for Motorola A3000/A3100,"<p>Description: </p><p>100%brand new <br />Made of hard clear plastic material<br />Excellent protection from scratches and bumps <br />Transparent in color, keep your phone look stylish <br />Easy to install and take off, no tools required </p><p>Precisely fit for Motorola A3000/A3100<br />Color: crystal clear <br />Dimension: 111*62*16mm<br />Weight: 18g</p>",null,null,null,null,null
99979330-d8c9-1004-8a97-438cca05a146,1,PA599,New Clear Crystal Hard Case Cover for Samsung L170,"<p>Description: </p><p>100%brand new <br />Made of hard clear plastic material<br />Excellent protection from scratches and bumps <br />Transparent in color, keep your phone look stylish <br />Easy to install and take off, no tools required </p><p>Precisely fit for Samsung L170 <br />Color: crystal clear <br />Dimension: 103*47*13mm<br />Weight: 12g</p>",null,null,null,null,null
99985680-d8c9-1004-8a97-438cca05a146,1,PA598,New Clear Crystal Hard Case Cover for Nokia 5320,"<p>Description: </p><p>100%brand new <br />Made of hard clear plastic material<br />Excellent protection from scratches and bumps <br />Transparent in color, keep your phone look stylish <br />Easy to install and take off, no tools required </p><p>Precisely fit for Nokia 5320<br />Color: crystal clear <br />Dimension: 108*50*16mm<br />Weight: 15g</p>",null,null,null,null,null
99991a34-d8c9-1004-8a97-438cca05a146,1,PA597,New Clear Crystal Hard Case Cover for Nokia 5130,"<p>Description: </p><p>100%brand new <br />Made of hard clear plastic material<br />Excellent protection from scratches and bumps <br />Transparent in color, keep your phone look stylish <br />Easy to install and take off, no tools required </p><p>Precisely fit for Nokia 5130<br />Color: crystal clear <br />Dimension: 108*50*17mm<br />Weight: 14g</p>",null,null,null,null,null
9999dd84-d8c9-1004-8a97-438cca05a146,1,PA596,New Clear Crystal Hard Case Cover for Nokia 2700,"<p>Description: </p><p>100%brand new <br />Made of hard clear plastic material<br />Excellent protection from scratches and bumps <br />Transparent in color, keep your phone look stylish <br />Easy to install and take off, no tools required </p><p>Precisely fit for Nokia 2700<br />Color: crystal clear <br />Dimension: 111*48*16mm<br />Weight: 15g<br /></p>",null,null,null,null,null
999ac7e4-d8c9-1004-8a97-438cca05a146,1,PA595,New Clear Crystal Hard Case Cover for Nokia 6700,"<p><strong>Description: </strong><br />Made of hard clear plastic material<br />Excellent protection from scratches and bumps <br />Transparent in color, keep your phone look stylish <br />Easy to install and take off, no tools required</p><p>Precisely fit for Nokia 6700<br />Color: crystal clear <br />Dimension: 110*48*13mm<br />Weight: 15g</p>",<p>&#160;</p>,null,null,null,null
999b8b34-d8c9-1004-8a97-438cca05a146,1,PA594,New Clear Crystal Hard Case Cover for Nokia 5800,"<p><strong>Description: </strong><br />Made of hard clear plastic material<br />Excellent protection from scratches and bumps <br />Transparent in color, keep your phone look stylish <br />Easy to install and take off, no tools required</p><p>Precisely fit for Nokia 5800<br />Color: crystal clear <br />Dimension: 114*54*17mm<br />Weight: 16g</p>",<p>&#160;</p>,null,null,null,null
999c7594-d8c9-1004-8a97-438cca05a146,1,PA593,New Clear Crystal Hard Case Cover for Samsung I600,"<p>Description: </p><p>100%brand new <br />Made of hard clear plastic material<br />Excellent protection from scratches and bumps <br />Transparent in color, keep your phone look stylish <br />Easy to install and take off, no tools required </p><p>Precisely fit for Samsung I600 <br />Color: crystal clear <br />Dimension: 116*63*17mm<br />Weight: 20g</p>",null,null,null,null,null
999dae14-d8c9-1004-8a97-438cca05a146,1,PA592,New Clear Crystal Hard Case Cover for Samsung I900/I908,"<p>Description: </p><p>100%brand new <br />Made of hard clear plastic material<br />Excellent protection from scratches and bumps <br />Transparent in color, keep your phone look stylish <br />Easy to install and take off, no tools required </p><p>Precisely fit for Samsung I900/I908<br />Color: crystal clear <br />Dimension: 113*60*16mm<br />Weight: 17g</p><p>?</p>",null,null,null,null,null
999e9874-d8c9-1004-8a97-438cca05a146,1,PA590,New Clear Crystal Hard Case Cover for Nokia N97,"<p>Description: </p><p>100%brand new <br />Made of hard clear plastic material<br />Excellent protection from scratches and bumps <br />Transparent in color, keep your phone look stylish <br />Easy to install and take off, no tools required </p><p>Precisely fit for Nokia N97<br />Color: crystal clear <br />Dimension: 119*58*16mm<br />Weight: 17g</p>",null,null,null,null,null
